Subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val
entity:CRAC-03,brick:CRAC,brick:hasPoint,entity:CRAC-03_Heart-Beat,para:heartBeat,,,rdfs:label_en,CRAC-03 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:CRAC-03_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,CRAC_3,,,,,,,,,,,,,,,,,,,,
entity:CRAC-02,brick:CRAC,brick:hasPoint,entity:CRAC-02_Heart-Beat,para:heartBeat,,,rdfs:label_en,CRAC-02 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:CRAC-02_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,CRAC_2,,,,,,,,,,,,,,,,,,,,
entity:CRAC-01,brick:CRAC,brick:hasPoint,entity:CRAC-01_Heart-Beat,para:heartBeat,,,rdfs:label_en,CRAC-01 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:CRAC-01_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,CRAC_1,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F3,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP3-F3_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP3-F3 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F3_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,3EB_H2_AHU,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F2,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP3-F2_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP3-F2 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F2_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_Type_3_F2,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-B1,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP3-B1_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP3-B1 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-B1_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_Type_3_B1,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F4,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP2-F4_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP2-F4 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F4_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_Type_2_F4,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F3,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP2-F3_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP2-F3 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F3_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,3MA_H2_AHU,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F4,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP1-F4_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP1-F4 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F4_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_Type_1_F4,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F2,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP1-F2_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP1-F2 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F2_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_Type_1_F2,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-B1,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP1-B1_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-TYP1-B1 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-B1_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_Type_1_B1,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-05,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-05_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-G-05 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-05_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_G_5,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-04,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-04_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-G-04 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-04_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_G_4,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-03,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-03_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-G-03 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-03_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_G_3,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-02,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-02_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-G-02 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-02_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_G_2,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-01,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-01_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-G-01 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-01_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_G_1,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-02,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-B1-02_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-B1-02 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-02_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_B1_2,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-01,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-B1-01_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-B1-01 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-01_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU_B1_1,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-2,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-5TH-2_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-5TH-2 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-2_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU-5TH-2,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-1,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-5TH-1_Heart-Beat,para:heartBeat,,,rdfs:label_en,AHU-5TH-1 Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-1_Heart-Beat,para:heartBeat,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,heartBeat,,,para:hasEntityId,AHU-5TH-1,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-01,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-B1-01_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-01_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_B1_1,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-02,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-B1-02_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-B1-02_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_B1_2,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-B1,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP1-B1_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-B1_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_Type_1_B1,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-B1,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP3-B1_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-B1_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_Type_3_B1,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-01,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-01_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-01_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_G_1,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-02,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-02_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-02_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_G_2,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-03,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-03_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-03_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_G_3,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-04,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-04_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-04_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_G_4,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-05,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-G-05_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-G-05_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_G_5,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F2,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP1-F2_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F2_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_Type_1_F2,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F2,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP3-F2_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F2_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_Type_3_F2,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F3,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP2-F3_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F3_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,3MA_H2_AHU,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F3,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP3-F3_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP3-F3_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,3EB_H2_AHU,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F4,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP1-F4_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP1-F4_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_Type_1_F4,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F4,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-TYP2-F4_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-TYP2-F4_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_Type_2_F4,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-1,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-5TH-1_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-1_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_5th_1,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-2,brick:Air_Handling_Unit,brick:hasPoint,entity:AHU-5TH-2_Start-Time-Buffer,para:Start_Time_Buffer,,,rdfs:label_en,AHU Start Time Buffer,,,brick:hasUnit,unit:MIN,,,,,,,,,,,,,,,,,,,,
entity:AHU-5TH-2_Start-Time-Buffer,para:Start_Time_Buffer,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,STARTTIMETGT_MINS_BUFF_PRED,,,para:hasEntityId,AHU_5th_2,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Day-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Demand  Day Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Hour-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Demand  Hour Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Month-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Demand  Month Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Week-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Demand  Week Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Year-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Demand  Year Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Day-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Consumption  Day Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Hour-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Consumption  Hour Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Month-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Consumption  Month Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Week-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Consumption  Week Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Year-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor - Electricity Consumption  Year Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Day-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Demand Day Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Hour-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Demand Hour Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Month-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Demand Month Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Week-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Demand Week Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Year-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Demand Year Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Day-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Consumption  Day Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Hour-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Consumption  Hour Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Month-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Consumption  Month Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Week-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Consumption  Week Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Year-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Ground Floor Total Chilled Water Thermal Consumption  Year Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
